"Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM","FTA","FT.","OREB","DREB","REB","AST","STL","BLK","TOV","TARGET_5Yrs","Year_Drafted","Team","Win_Perc","Year_Debut","Round_Drafted_1","Round_Drafted_2","Round_Drafted_3","Round_Drafted_4","Round_Drafted_5","Round_Drafted_6","Round_Drafted_7","Round_Drafted_8","Round_Drafted_10","Round_Drafted_Undrafted","Position_Center","Position_Point guard","Position_Power forward","Position_Shooting guard","Position_Small forward"
"Sleepy Floyd",76,16.4,8.1,3,6.9,42.9,0.1,0.3,40,2,2.4,83.3,0.7,1.1,1.8,1.8,0.8,0.2,1.4,1,1982,"Brooklyn Nets",0.598,1982,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Richard Anderson",78,16.3,5.2,2.2,5.5,40.4,0.1,0.2,36.8,0.6,0.9,69.6,1.4,2.1,3.5,1.5,0.7,0.3,1.2,1,1982,"Los Angeles Clippers",0.305,1982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Russ Schoene",77,15.9,6.2,2.7,5.6,47.6,0,0.1,25,0.8,1.1,73.5,1.2,2.1,3.3,0.8,0.3,0.3,1.1,0,1982,"Philadelphia 76ers",0.793,1982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"John Bagley",68,14.6,5.7,2.4,5.5,43.2,0,0.2,0,0.9,1.2,76.2,0.3,1.2,1.4,2.5,0.8,0.1,1.7,1,1982,"Cleveland Cavaliers",0.28,1982,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Archie Goodwin",52,10.3,3.7,1.5,3.2,45.5,0.1,0.7,13.9,0.7,1.1,67.3,0.5,1.2,1.7,0.4,0.4,0.2,0.8,0,2013,"Phoenix Suns",0.585,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Cliff Levingston",62,14.2,5.6,2.1,4.4,48.5,0,0,0,1.4,2.4,57.1,1.7,2.1,3.7,0.8,0.4,0.6,1.2,1,1982,"Detroit Pistons",0.451,1982,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LaSalle Thompson",71,13.9,5.4,2.1,4,51.2,0,0,0,1.3,1.9,65,1.9,3.4,5.3,0.5,0.6,0.9,1.4,1,1982,"Sacramento Kings",0.549,1982,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bruce Flowers",53,13.2,4.9,2.1,3.9,53.4,0,0,0,0.8,1,77.4,1.3,2.1,3.4,0.9,0.4,0.2,0.8,0,1979,"Cleveland Cavaliers",0.451,1979,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Corny Thompson",44,11.8,2.8,1,3.1,31.4,0,0,0,0.8,1,78.3,0.9,1.8,2.7,0.8,0.3,0.2,0.7,0,1982,"Dallas Mavericks",0.463,1982,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Walker Russell",68,11.1,2.7,1,2.7,36.4,0,0.3,11.1,0.7,0.9,81,0.3,0.8,1.1,1.9,0.2,0,1.4,1,1982,"Detroit Pistons",0.451,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"David Thirdkill",49,10.6,4,1.5,3.5,43.5,0,0.1,14.3,0.9,1.6,57.7,0.6,0.9,1.5,0.7,0.4,0.1,1,1,1982,"Phoenix Suns",0.646,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Dave Batton",54,10.3,3.3,1.6,3.5,44.5,0,0.1,0,0.1,0.3,47.1,0.8,1.4,2.2,0.5,0.3,0.2,0.5,0,1978,"Brooklyn Nets",0.451,1978,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Darren Tillis",52,10.1,3.2,1.5,3.5,42,0,0,0,0.3,0.5,57.1,0.8,1.7,2.5,0.3,0.1,0.6,0.4,0,1982,"Boston Celtics",0.683,1982,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Brook Steppe",62,9.8,4,1.4,2.8,47.7,0,0.1,14.3,1.2,1.6,76,0.4,0.8,1.2,1.1,0.4,0.1,0.9,1,1982,"Sacramento Kings",0.549,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Rory White",65,9.6,5,2,3.6,54.3,0,0,0,1.1,1.7,64.2,0.7,0.9,1.6,0.5,0.3,0,0.8,1,1982,"Phoenix Suns",0.646,1982,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Andre Roberson",40,10,1.9,0.8,1.7,48.5,0.1,0.3,15.4,0.2,0.3,70,0.9,1.5,2.4,0.4,0.5,0.3,0.5,0,2013,"Minnesota Timberwolves",0.488,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Linton Townes",55,9.4,4.5,1.9,4.3,44.9,0.2,0.5,36,0.5,0.7,73.7,0.5,0.6,1.2,0.6,0.3,0.1,0.6,0,1982,"Portland Trail Blazers",0.561,1982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Eddie Phillips",48,8.7,3.2,1.2,2.9,40.6,0,0,0,0.8,1.2,67.8,0.6,1,1.6,0.6,0.3,0.2,1,0,1982,"Brooklyn Nets",0.598,1982,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jim Johnstone",23,8.3,1.3,0.5,1.3,36.7,0,0,0,0.4,0.9,45,0.7,1.3,2,0.5,0.1,0.3,0.7,0,1982,"San Antonio Spurs",0.646,1982,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Jose Slaughter",63,8.2,3.6,1.4,3.8,37.4,0.1,0.7,22,0.6,0.9,64.4,0.5,0.5,1.1,0.8,0.6,0.1,0.7,0,1982,"Indiana Pacers",0.244,1982,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Rickey Williams",44,7.9,3.3,1.3,3.1,41.5,0,0.1,0,0.8,1.2,66,0.3,0.5,0.9,0.8,0.5,0.1,0.9,0,1978,"Utah Jazz",0.317,1978,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Chris Engler",54,6.8,1.5,0.7,1.7,40.4,0,0,0,0.1,0.3,31.3,0.8,1.1,1.9,0.2,0.1,0.3,0.4,1,1982,"Golden State Warriors",0.366,1982,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Ricky Pierce",39,6.8,2.2,0.8,2.3,37.5,0,0.2,14.3,0.5,0.8,56.3,0.4,0.5,0.9,0.4,0.2,0.1,0.5,1,1982,"Detroit Pistons",0.451,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mark McNamara",36,5.1,2.2,0.8,1.8,45.3,0,0,0,0.6,1.3,44.4,0.9,1.2,2.1,0.2,0.1,0.1,1,1,1982,"Philadelphia 76ers",0.793,1982,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Scott Hastings",31,4.5,1.2,0.4,1.2,34.2,0,0.1,0,0.4,0.6,55,0.5,0.8,1.3,0.1,0.2,0,0.3,1,1982,"New York Knicks",0.537,1982,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Oliver Robinson",35,4.2,2.9,1,2.8,36.1,0,0.3,9.1,0.9,1.3,66.7,0.2,0.3,0.5,0.6,0.1,0.1,0.4,0,1982,"San Antonio Spurs",0.646,1982,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Kelly Tripucka",82,37.5,21.6,7.8,15.6,49.6,0.1,0.3,22.7,6,7.6,79.7,2.7,2.7,5.4,3.3,1.1,0.2,3.4,1,1981,"Detroit Pistons",0.476,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Buck Williams",82,34.5,15.5,6.3,10.7,58.2,0,0,0,3,4.7,62.4,4.2,8,12.3,1.3,1,1,2.9,1,1981,"Brooklyn Nets",0.537,1981,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Isiah Thomas*",72,33.8,17,6.3,14.8,42.4,0.2,0.8,28.8,4.2,6,70.4,0.8,2.1,2.9,7.8,2.1,0.2,4.2,1,1981,"Detroit Pistons",0.476,1981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tom Chambers",81,33.1,17.2,6.8,13,52.5,0,0,0,3.5,5.7,62,2.6,4.3,6.9,1.8,0.7,0.6,2.7,1,1981,"Los Angeles Clippers",0.207,1981,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Jay Vincent",81,32.4,21.4,8.9,17.9,49.7,0,0,25,3.6,5,71.6,2.2,4.7,7,2.2,1.1,0.3,2.4,1,1981,"Dallas Mavericks",0.341,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mark Aguirre",51,28.8,18.7,7.5,16.1,46.5,0.5,1.4,35.2,3.3,4.8,68,1.7,3.1,4.9,3.2,0.7,0.4,2.6,1,1981,"Dallas Mavericks",0.341,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Herb Williams",82,27.8,11.5,5,10.4,47.7,0,0.1,28.6,1.5,2.3,67,2.1,5.2,7.4,1.7,0.7,2.2,1.7,1,1981,"Indiana Pacers",0.427,1981,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Jeff Ruland",82,27,14.4,5.1,9.1,56.1,0,0,33.3,4.2,5.5,75.2,3.1,6.2,9.3,1.6,0.5,0.7,2.9,1,1980,"Golden State Warriors",0.476,1980,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Frank Johnson",79,25.7,10.7,4.3,10.3,41.4,0.2,1,21.5,1.9,2.6,75,0.4,1.4,1.9,4.8,1,0.1,2,1,1981,"Washington Wizards",0.524,1981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Elston Turner",80,25,8.3,3.5,8,44.1,0,0.1,0,1.2,1.7,70.3,1.8,2,3.8,2.4,0.9,0,1.4,1,1981,"Dallas Mavericks",0.341,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Steve Johnson",78,22.3,12.8,5.1,8.3,61.3,0,0,0,2.7,4.2,64.2,1.9,3.9,5.9,1.2,0.5,1.1,2.5,1,1981,"Sacramento Kings",0.366,1981,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Albert King",76,22.3,12.1,5.1,10.7,48.2,0,0.2,23.1,1.8,2.3,77.8,1.4,2.7,4.1,1.9,0.8,0.5,2.4,1,1981,"Brooklyn Nets",0.537,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Gene Banks",80,21.3,9.6,3.9,8.2,47.7,0,0.1,0,1.8,2.7,68.4,2,3.2,5.1,1.8,0.7,0.2,1.3,1,1981,"San Antonio Spurs",0.585,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Eddie Johnson",74,20.5,9.3,4,8.7,45.9,0,0.1,9.1,1.3,2,66.4,1.7,2.6,4.4,1.5,0.7,0.2,1.3,1,1981,"Sacramento Kings",0.366,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Danny Schayes",82,19.8,7.9,3.1,6.4,48.1,0,0,0,1.7,2.3,75.7,1.6,3.6,5.2,1.8,0.6,0.9,1.8,1,1981,"Utah Jazz",0.305,1981,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rudy Macklin",79,19.2,7,2.7,6.1,43.4,0,0,0,1.7,2.2,77.5,1.4,1.9,3.3,0.6,0.5,0.3,1.4,0,1981,"Atlanta Hawks",0.512,1981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Sam Williams",59,18.2,6.1,2.6,4.7,55.6,0,0,NA,0.8,1.5,55.1,1.5,3.7,5.2,0.6,0.8,1.3,1.1,0,1981,"Golden State Warriors",0.549,1981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kurt Rambis",64,17.7,4.6,1.8,3.6,51.8,0,0,0,0.9,1.8,50.4,1.8,3.6,5.4,0.9,0.9,1.2,1.2,1,1980,"New York Knicks",0.61,1980,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Kurt Nimphius",63,17.2,5.3,2.2,4.7,46.1,0,0,NA,1,1.7,58.3,1.5,3.2,4.7,1,0.3,1.3,0.9,1,1980,"Denver Nuggets",0.451,1980,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Pete Verhoeven",71,17,4.9,2.1,4.2,50.3,0,0,NA,0.7,1,70.8,1.5,2.1,3.6,0.7,0.6,0.3,0.8,1,1981,"Portland Trail Blazers",0.512,1981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Darnell Valentine",82,16.9,6.4,2.3,5.5,41.3,0,0.1,0,1.9,2.4,76,0.6,1.2,1.8,3.3,1.1,0,1.6,1,1981,"Portland Trail Blazers",0.512,1981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jim Brogan",63,16.3,6.3,2.6,5.8,45.3,0.1,0.5,28.1,1,1.3,72.6,1,0.9,1.9,2.5,0.8,0.2,1.3,0,1980,"Los Angeles Clippers",0.207,1981,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"John Douglas",64,16.1,7,2.8,6.1,46.5,0.3,0.9,30.5,1,1.6,65.7,0.4,1,1.4,2.3,0.8,0.1,1.4,0,1978,"Los Angeles Clippers",0.207,1981,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Kevin Loder",71,16,6.9,2.9,6.3,46.4,0,0.2,0,1.1,1.5,72,1,1.8,2.7,1.2,0.5,0.4,1,0,1981,"Sacramento Kings",0.366,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Orlando Woolridge",75,15.8,7.3,2.7,5.3,51.3,0,0,0,1.9,2.7,69.9,1.1,1.9,3,1.1,0.3,0.3,1.4,1,1981,"Chicago Bulls",0.415,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Alton Lister",80,14.8,4.5,1.9,3.6,51.9,0,0,0,0.8,1.5,52,1.4,3.5,4.8,1.1,0.2,1.5,1.6,1,1981,"Milwaukee Bucks",0.671,1981,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Larry Nance",80,14.8,6.6,2.8,5.5,52.1,0,0,0,0.9,1.5,64.1,1.2,2,3.2,1,0.5,0.9,1.3,1,1981,"Phoenix Suns",0.561,1981,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Danny Vranes",77,14,4.9,1.9,3.4,54.6,0,0,0,1.2,1.9,60.1,0.9,1.6,2.6,0.7,0.4,0.3,0.9,1,1981,"Oklahoma City Thunder",0.634,1981,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ed Rains",49,13,3.9,1.6,3.6,43.5,0,0,0,0.8,1.3,59.4,0.8,0.9,1.6,0.8,0.4,0,0.5,0,1981,"San Antonio Spurs",0.585,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Peyton Siva",24,9.3,2.3,0.8,2.4,31.6,0.3,1,28,0.5,0.6,73.3,0.1,0.5,0.6,1.4,0.4,0,0.8,0,2013,"Detroit Pistons",0.354,2013,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jim Smith",72,11.9,2.9,1.2,2.3,50.9,0,0,NA,0.5,1.2,45.9,1,1.5,2.5,0.6,0.3,0.7,0.7,0,1981,"Los Angeles Clippers",0.207,1981,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Jeff Lamp",54,11.4,4.6,1.9,3.6,51,0,0,0,0.9,1.1,82,0.4,0.7,1.2,0.5,0.3,0,0.8,1,1981,"Portland Trail Blazers",0.512,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Ray Blume",49,11.1,4.6,2.1,4.5,45.9,0.1,0.4,22.2,0.4,0.6,64.3,0.3,0.6,0.8,1.4,0.5,0,1.1,0,1981,"Indiana Pacers",0.427,1981,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Garry Witts",46,10.7,2.9,1.1,1.8,58.3,0,0,50,0.7,0.9,82.5,0.6,0.7,1.3,0.8,0.4,0.1,0.8,0,1981,"Washington Wizards",0.524,1981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Charlie Davis",54,10.6,3.8,1.6,3.4,47.8,0,0,0,0.6,0.7,81.1,1,1.5,2.5,0.6,0.2,0.2,0.8,0,1981,"Washington Wizards",0.524,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Danny Ainge",53,10.6,4.1,1.5,4.2,35.7,0.1,0.3,29.4,1.1,1.2,86.2,0.5,0.6,1.1,1.6,0.7,0.1,1,1,1981,"Boston Celtics",0.768,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mike McGee",39,9,4.9,2.1,4.4,46.5,0,0.1,0,0.8,1.4,58.5,0.9,0.4,1.3,0.4,0.5,0.1,0.9,1,1981,"Los Angeles Lakers",0.695,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mark Radford",43,8.6,3.4,1.3,2.3,54,0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0.7,1.3,0.4,0.1,1,0,1981,"Oklahoma City Thunder",0.634,1981,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Alex Bradley",39,8.5,3.5,1.4,2.6,52.4,0,0,0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.3,0.1,0.7,0,1981,"New York Knicks",0.402,1981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Reggie Bullock",43,9.2,2.7,1,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1,1.3,0.3,0.2,0,0.3,0,2013,"Los Angeles Clippers",0.695,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Howard Wood",42,8.1,3.4,1.3,2.9,45.8,0,0,0,0.8,1.2,65.4,0.5,1,1.5,0.2,0.2,0.1,0.4,0,1981,"Utah Jazz",0.305,1981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Franklin Edwards",42,6.9,3.6,1.5,3.6,43.3,0,0.2,0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,1,1981,"Philadelphia 76ers",0.707,1981,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bobby Cattage",49,6.9,3.1,1.2,2.8,44.4,0,0,0,0.6,0.8,73.2,0.4,1,1.5,0.1,0.1,0,0.4,0,1981,"Utah Jazz",0.305,1981,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Charles Bradley",51,6.6,3,1.1,2.4,45.1,0,0,0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,0,1981,"Boston Celtics",0.768,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Kevin McKenna",36,6.6,1.9,0.8,2.4,32.2,0,0.1,0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,1,1981,"Los Angeles Lakers",0.695,1981,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Joe Barry Carroll",82,35.6,18.9,7.5,15.3,49.1,0,0,0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3,1,1980,"Golden State Warriors",0.476,1980,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Darrell Griffith",81,35.4,20.6,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4,71.6,1,2.6,3.6,2.4,1.3,0.5,2.9,1,1980,"Utah Jazz",0.341,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Larry Smith",82,31.4,9.6,3.7,7.2,51.2,0,0,0,2.2,3.7,58.8,5.3,6.8,12.1,1.1,0.8,0.8,1.8,1,1980,"Golden State Warriors",0.476,1980,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mike O'Koren",79,31.3,11,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9,1,1980,"Brooklyn Nets",0.293,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kelvin Ransey",80,30.4,15.2,6.6,14.5,45.2,0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,2.4,6.9,1.1,0.1,2.9,1,1980,"Chicago Bulls",0.549,1980,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Malcolm Delaney",33,16.4,5.3,2,5.3,37.1,0.2,1.4,17.4,1.1,1.3,86,0.2,1.5,1.6,2.8,0.4,0,1.5,0,2011,"Atlanta Hawks",0.524,2016,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Otto Porter",37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19,0.2,0.3,66.7,0.6,1,1.5,0.3,0.2,0,0.4,0,2013,"Washington Wizards",0.537,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bill Laimbeer",81,30.4,9.8,4.2,8.3,50.3,0,0,0,1.4,1.9,76.5,3.3,5.3,8.6,2.7,0.7,1,1.6,1,1979,"Cleveland Cavaliers",0.451,1979,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Michael Brooks",82,30.2,14.7,6,12.4,47.9,0,0.1,0,2.8,3.9,70.6,2.6,2.8,5.4,2.5,1.2,0.4,2,1,1980,"Los Angeles Clippers",0.439,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mike Gminski",56,28.2,13.2,5.2,12.3,42.3,0,0,0,2.8,3.6,76.7,2.4,5,7.5,1.3,1,1.8,2.3,1,1980,"Brooklyn Nets",0.293,1980,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Darwin Cook",81,24.4,11.2,4.7,10.1,46.8,0.1,0.3,24,1.6,2.2,73.3,1.2,1.7,2.9,3.7,1.7,0.4,2.2,1,1980,"Detroit Pistons",0.256,1980,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Andrew Toney",75,23.6,12.9,5.3,10.7,49.5,0.1,0.4,31,2.1,3,71.2,0.4,1.5,1.9,3.6,0.8,0.1,2.9,1,1980,"Philadelphia 76ers",0.756,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Cedrick Hordges",68,23.5,8.4,3.3,7.1,46,0,0,0,1.9,2.7,69.9,1.8,5,6.7,1.5,0.5,0.3,1.8,0,1979,"Chicago Bulls",0.366,1979,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Calvin Garrett",70,23.4,6.1,2.7,5.9,45.3,0,0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,1.9,0.7,0.1,1.3,0,1979,"Chicago Bulls",0.366,1979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Don Collins",81,22.8,11.5,4.4,10,44.4,0,0.1,0,2.6,3.4,77.6,1.6,1.7,3.3,2.3,1.3,0.3,2.1,1,1980,"Atlanta Hawks",0.378,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Louis Orr",82,21.8,10.5,4.2,8.6,49.1,0,0.1,0,2,2.5,80.7,2.1,2.3,4.4,1.6,0.7,0.3,1.5,1,1980,"Indiana Pacers",0.537,1980,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Reggie Johnson",79,21.7,10.2,4.3,8.6,49.9,0,0,0,1.6,2.4,66.3,1.7,2.9,4.5,1,0.6,0.6,1.6,0,1980,"San Antonio Spurs",0.634,1980,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Larry Donnell Drew",76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,1,1980,"Detroit Pistons",0.256,1980,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Kevin McHale*",82,20.1,10,4.3,8.1,53.3,0,0,0,1.3,1.9,67.9,1.9,2.5,4.4,0.7,0.3,1.8,1.3,1,1980,"Boston Celtics",0.756,1980,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lowes Moore",71,19.8,7,3,6.7,44.4,0.1,0.4,14.8,1,1.3,75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,0,1980,"Brooklyn Nets",0.293,1980,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Wayne Robinson",81,19.7,7.9,2.9,6.3,46,0,0.1,0,2.2,3,72.9,1.4,2.2,3.6,1.4,0.6,0.3,1.8,0,1980,"Detroit Pistons",0.256,1980,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Johnny Moore",82,19.2,7.4,3,6.3,47.9,0,0.2,5.3,1.3,2.1,61,0.7,1.7,2.4,4.5,1.5,0.3,1.9,1,1979,"San Antonio Spurs",0.634,1980,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Jeff Wilkins",56,18.9,4.7,2.1,4.6,45,0,0,NA,0.5,0.7,67.5,1.1,3.8,4.9,0.7,0.6,0.8,1.1,1,1977,"San Antonio Spurs",0.341,1986,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kyle Macy",82,17.9,8.1,3.3,6.5,51.1,0.1,0.6,23.5,1.3,1.5,89.9,0.5,1.1,1.6,2,0.9,0.1,1.2,1,1979,"Phoenix Suns",0.671,1979,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bill Hanzlik",74,17,5.4,1.9,3.9,47.8,0,0.1,20,1.6,2,79.3,0.9,1.2,2.1,1.5,0.8,0.3,1.1,1,1980,"Oklahoma City Thunder",0.415,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Solomon Hill",28,8.1,1.7,0.6,1.4,42.5,0.3,0.8,30.4,0.2,0.3,85.7,0.3,1.1,1.5,0.4,0.2,0.1,0.5,1,2013,"Indiana Pacers",0.683,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Edgar Jones",60,15.8,8.7,3.2,6,52.9,0,0.1,0,2.4,3.6,67,1.5,2.9,4.4,0.7,0.6,1.4,1.7,1,1979,"Brooklyn Nets",0.293,1980,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sam Worthen",64,14.8,3.7,1.5,3,49.5,0,0.1,0,0.7,0.9,75,0.3,1.5,1.8,1.8,0.9,0.1,1.4,0,1980,"Chicago Bulls",0.549,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"James Johnson",65,11.6,3.9,1.5,3.2,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,2,0.7,0.3,0.7,0.9,1,2009,"Chicago Bulls",0.5,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Lorenzo Romar",53,13.7,4.1,1.6,4,41.2,0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1.1,2.6,0.5,0.1,1,1,1980,"Golden State Warriors",0.476,1980,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Rick Mahorn",52,13.4,4.8,2.1,4.2,50.7,0,0,0,0.5,0.8,67.5,1.3,2.8,4.1,0.5,0.4,0.8,0.7,1,1980,"Washington Wizards",0.476,1980,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Rickey Brown",45,12.9,4,1.8,3.6,51.2,0,0,0,0.4,0.5,76.2,1.2,2.5,3.7,0.5,0.2,0.3,0.7,1,1980,"Golden State Warriors",0.476,1980,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Butch Carter",54,12.4,5.6,2.1,4.6,46.2,0.1,0.2,30,1.3,1.8,73.7,0.6,0.6,1.2,1,0.4,0,0.9,1,1980,"Los Angeles Lakers",0.659,1980,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mike Woodson",81,11.7,4.7,2,4.6,44.2,0,0.1,20,0.6,0.8,76.6,0.4,0.8,1.2,0.9,0.4,0.1,0.7,1,1980,"New York Knicks",0.61,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"John Duren",40,11.5,1.8,0.8,2.5,32.7,0,0,0,0.1,0.2,55.6,0.2,0.7,0.9,1.4,0.5,0.1,0.9,0,1980,"Utah Jazz",0.341,1980,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
